City,Date,Lat,Lon,AirTemp,MaxTemp,MinTemp,DewPoint,Humidity,Pressure,Rainfall,WindSpeed,WindDir,Cloud,Sunshine,Radiation,Evaporation,Event_Occurred,Start_Date,End_Date,Days_Since_Start,Days_Until_End
HK,20150206,22.3023,114.1742,13.4,15.7,11,8,70,1024.5,0.3,6.2,120,88,1.4,7.63,1.7,0,,,0,0
HK,20150207,22.3023,114.1742,16,18.4,14.4,10.9,72,1021.7,0,8.1,130,81,3.5,12.82,3.1,0,,,0,0
HK,20150208,22.3023,114.1742,16.2,19.5,13.9,5.9,51,1023.2,0,9.7,40,67,8.9,17.34,4.3,0,,,0,0
HK,20150209,22.3023,114.1742,14.9,17.2,13.7,9.1,68,1025.2,0,11,130,34,9.2,16.96,3.2,0,,,0,0
HK,20150210,22.3023,114.1742,14.5,17.1,12.8,9.1,70,1022.2,0,9,120,26,9.1,16.55,3,0,,,0,0
HK,20150211,22.3023,114.1742,16,18,13.6,10.4,70,1018.7,0,5.4,290,67,4.5,12.51,2.8,0,,,0,0
HK,20150212,22.3023,114.1742,17.3,21.4,14.6,8.8,59,1018.2,0,4.8,130,49,9.7,18.13,4.3,0,,,0,0
HK,20150213,22.3023,114.1742,17.5,21.5,14.4,7.4,53,1018.3,0,8.3,130,49,10.3,19.49,4.9,0,,,0,0
HK,20150214,22.3023,114.1742,18.5,20.5,16.8,8.7,53,1016.9,0,12.7,120,62,4.9,13.69,2.5,0,,,0,0
HK,20150215,22.3023,114.1742,18.9,19.8,18.1,16.3,85,1016.2,3.3,6.4,130,88,0,3.48,0.4,0,,,0,0
HK,20150216,22.3023,114.1742,19.7,21.6,17.8,17.9,90,1016.5,0,2,290,68,1.6,8.24,1.1,0,,,0,0
HK,20150217,22.3023,114.1742,19.2,21.6,18.2,16.7,86,1016.7,0,6.8,130,79,4.2,11.57,2.6,0,,,0,0
HK,20150218,22.3023,114.1742,18.1,19.4,17.1,14.4,79,1019.1,0,13,120,86,1.4,8.18,2.7,0,,,0,0
HK,20150219,22.3023,114.1742,17.2,17.9,16.4,13.3,78,1020.3,0,18.9,120,88,0.3,7.76,2.5,0,,,0,0
HK,20150220,22.3023,114.1742,17.5,19.1,15.9,14.8,84,1018.3,0,12.6,130,88,0.3,9.65,1.8,0,,,0,0
HK,20150221,22.3023,114.1742,19.3,21,17.6,17.6,90,1015.5,0.2,5.8,130,86,0,6.58,0.2,0,,,0,0
HK,20150222,22.3023,114.1742,20.3,22,18.9,19.2,93,1016.1,15.6,5.4,130,90,0.2,5.71,2.7,0,,,0,0
HK,20150223,22.3023,114.1742,18.6,19.1,17.9,17.7,95,1015.5,10.2,12.5,130,93,0.4,8.05,1.4,0,,,0,0
HK,20150224,22.3023,114.1742,18.6,19.6,17.8,17.7,94,1014.8,0,11.5,130,88,0.2,8.1,1.9,0,,,0,0
HK,20150225,22.3023,114.1742,19.6,20.5,18.9,18.8,95,1014.1,0.8,9.5,130,88,0.4,7.45,1.2,0,,,0,0
HK,20150226,22.3023,114.1742,21.4,23.8,19.5,19.8,91,1014.2,0,6.5,120,71,5.4,13.13,2.4,0,,,0,0
HK,20150227,22.3023,114.1742,19.4,21.5,17.9,18.3,94,1015.8,1.2,12.9,120,87,0,3.13,0.2,0,,,0,0
HK,20150228,22.3023,114.1742,18.3,19.5,17.2,16.7,90,1017.3,0.4,12.2,130,89,0.2,8.3,2.2,0,,,0,0
HK,20150301,22.3023,114.1742,18.9,20.4,17.6,14.1,74,1019.4,0,5,40,84,1.2,8.02,1.8,0,,,0,0
HK,20150302,22.3023,114.1742,17.5,18.2,17.1,14.8,84,1016.4,0,10.2,120,92,0,4.88,1,0,,,0,0
HK,20150303,22.3023,114.1742,19.3,22.5,17,17.1,87,1012.4,0.2,8.9,120,89,1.4,9.1,1.7,0,,,0,0
HK,20150304,22.3023,114.1742,17.2,18.7,16.3,15.7,91,1015.1,0.2,12.3,120,92,0,2.97,0.2,0,,,0,0
HK,20150305,22.3023,114.1742,16.2,16.6,15.7,15.4,95,1016.6,4.8,18.3,120,98,0,4.24,0.2,0,,,0,0
HK,20150306,22.3023,114.1742,16.9,17.4,16.4,15.8,94,1017,0.1,12.6,130,96,0,4.16,0.1,0,,,0,0
HK,20150307,22.3023,114.1742,17.4,18.4,16.6,15.9,91,1018,0.2,9.9,120,100,0,6.88,1.5,0,,,0,0
HK,20150308,22.3023,114.1742,18.5,20.3,16.8,16.1,86,1017.9,0,12,130,91,2.4,13.59,1.9,1,8/3/2015,12/3/2015,1,5
HK,20150309,22.3023,114.1742,21.1,25.1,18.1,17.8,82,1018.5,0,3.8,120,65,7.7,17.33,4.9,1,8/3/2015,12/3/2015,2,4
HK,20150310,22.3023,114.1742,17.7,19.4,16.1,12.7,73,1022.1,0,13.8,120,75,4.1,13.38,3.6,1,8/3/2015,12/3/2015,3,3
HK,20150311,22.3023,114.1742,16.2,17.6,15.5,13,81,1021.9,0.3,9.2,120,92,0.1,5.97,0.6,1,8/3/2015,12/3/2015,4,2
HK,20150312,22.3023,114.1742,15.7,16.5,14.8,14,89,1020.6,3.7,5.8,120,92,0,3.39,1.6,1,8/3/2015,12/3/2015,5,1
HK,20150313,22.3023,114.1742,17.2,18.3,15.8,12.9,76,1019.1,0,14.8,130,92,0,7.36,1.3,0,,,0,0
HK,20150314,22.3023,114.1742,19.4,20.3,18,16.4,83,1018.4,0,11.7,130,91,0,5.44,1,0,,,0,0
HK,20150315,22.3023,114.1742,20.9,22.5,19.6,19.7,93,1016.5,0,7.1,120,92,0.2,7.03,1.8,0,,,0,0
HK,20150316,22.3023,114.1742,21.8,23.7,20.4,20.6,93,1015.7,0,8.3,120,91,0.8,11.38,2.1,0,,,0,0
HK,20150317,22.3023,114.1742,22.1,24.6,20.7,20.7,92,1013,0,11.4,120,86,1.5,10.92,2.1,0,,,0,0
HK,20150318,22.3023,114.1742,23,26,21,21.5,91,1011.6,0,8.2,120,86,0.8,7.8,1.8,0,,,0,0
HK,20150319,22.3023,114.1742,24,26.4,22.3,22,89,1013.1,0,4.1,130,68,5.1,14.72,1.6,0,,,0,0
HK,20150320,22.3023,114.1742,24,28.3,22.1,21.3,86,1015.3,0,4.4,120,39,8.1,17.48,4.5,0,,,0,0
HK,20150321,22.3023,114.1742,22.9,25.5,21,20.3,85,1016.7,0,3.8,130,65,7.5,16.51,1.8,0,,,0,0
HK,20150322,22.3023,114.1742,21,22.3,19.9,17.5,81,1017.9,0.1,10.8,120,85,0,7.18,4.1,0,,,0,0
HK,20150323,22.3023,114.1742,20.9,24.5,19.2,13.8,64,1018.9,0,13.5,120,80,2.6,13.86,4.2,0,,,0,0
HK,20150324,22.3023,114.1742,19.8,22.3,18.4,15.2,75,1022.5,0,12.9,120,86,5.4,16.15,4.5,0,,,0,0
HK,20150325,22.3023,114.1742,18.2,19.1,17.7,14,76,1024.2,0,10.4,120,83,0,3.88,2.6,0,,,0,0
HK,20150326,22.3023,114.1742,18.8,20.5,17.4,15.3,80,1024.2,4.2,5.3,120,88,0,6.95,1.9,0,,,0,0
HK,20150327,22.3023,114.1742,20.3,23.7,17.9,18.2,88,1021.6,14.6,1.2,290,86,2.4,8.22,1.5,0,,,0,0
HK,20150328,22.3023,114.1742,21.4,24.8,19.7,17.8,81,1018.4,0,8.3,120,46,6.5,19.55,3.2,0,,,0,0
HK,20150329,22.3023,114.1742,22.4,26.7,20.1,18.7,80,1016.2,0,6.4,120,68,6.7,19.22,4.3,0,,,0,0
HK,20150330,22.3023,114.1742,22.8,25.2,21.5,20.6,87,1014.9,0,9.5,120,84,3.8,14.51,3.1,0,,,0,0
HK,20150331,22.3023,114.1742,23.3,25.6,21.9,21.6,90,1013.9,0,5.8,120,83,1.6,11.69,2.7,0,,,0,0
HK,20150401,22.3023,114.1742,24.4,27.2,22.7,22.1,87,1012.2,0,6.3,120,80,1.5,12.16,3,0,,,0,0
HK,20150402,22.3023,114.1742,25.6,28.5,23.6,22.5,84,1008.5,0,6.4,190,80,2.1,13.67,3.1,0,,,0,0
HK,20150403,22.3023,114.1742,25.9,26.9,25,23,84,1007.6,0,5.5,210,82,0.5,6.1,2,0,,,0,0
HK,20150404,22.3023,114.1742,26.5,29.4,25,23.3,83,1009.8,0,5,180,74,2.1,12.74,3,0,,,0,0
HK,20150405,22.3023,114.1742,26,30.6,24,22.1,80,1011.3,0,7.5,120,38,10.4,25.32,5.3,0,,,0,0
HK,20150406,22.3023,114.1742,26.5,29.8,23.8,22.7,80,1011.4,0,4.1,130,32,11.1,23.17,3.6,0,,,0,0
HK,20150407,22.3023,114.1742,24.9,27.1,22,21.8,83,1013.7,0.1,10.9,130,81,4.6,13.31,6.9,0,,,0,0
HK,20150408,22.3023,114.1742,18.9,22.1,16.4,14.8,77,1018.3,10,9,40,92,0,4.97,2.9,0,,,0,0
HK,20150409,22.3023,114.1742,18,19.4,15.9,16.1,89,1017.8,1.3,6.6,50,94,0,3.66,0.7,0,,,0,0
HK,20150410,22.3023,114.1742,18.2,20,16.6,16,87,1017.9,0.7,4.3,60,90,0,3.39,0.4,0,,,0,0
HK,20150411,22.3023,114.1742,17.1,17.9,16.4,16.6,97,1019.1,52,4.3,50,100,0,3.06,0.2,0,,,0,0
HK,20150412,22.3023,114.1742,19.3,22.4,16.5,15.9,81,1019.6,0.2,3.1,290,71,3.1,14.26,4.3,0,,,0,0
HK,20150413,22.3023,114.1742,22.4,27.2,18.6,13.1,57,1018.7,0,5,40,9,11.1,25.44,4.7,0,,,0,0
HK,20150414,22.3023,114.1742,21.5,26.6,18.1,8.3,44,1018.7,0,7.9,290,9,11.3,27.49,6.2,0,,,0,0
HK,20150415,22.3023,114.1742,22.1,27.5,18.4,12.5,56,1016.1,0,5.1,180,15,11.5,26.91,5.5,0,,,0,0
HK,20150416,22.3023,114.1742,22.7,26.1,19.6,16.7,69,1015,0,4.7,290,25,11.1,25.03,5.2,0,,,0,0
HK,20150417,22.3023,114.1742,23.7,27.4,20.7,18.8,75,1012.4,0,5.7,120,52,11.2,25.85,5.3,0,,,0,0
HK,20150418,22.3023,114.1742,25.3,27.2,23.2,22.7,86,1010.1,0,9.8,200,88,1.7,9.55,3,0,,,0,0
HK,20150419,22.3023,114.1742,26.6,27.5,25.8,23.5,83,1008.6,0,7.5,220,88,0.2,4.7,2.1,0,,,0,0
HK,20150420,22.3023,114.1742,26.3,28.6,23,23.4,84,1008,0.2,6.9,290,88,1.1,7.21,2.8,0,,,0,0
HK,20150421,22.3023,114.1742,23.7,25.7,22.5,19.1,75,1012.7,0,5.8,40,81,0.4,10.76,3.3,0,,,0,0
HK,20150422,22.3023,114.1742,23.4,26.7,21.7,18.6,75,1017.1,0,9.8,120,81,4.6,16.8,5.5,0,,,0,0
HK,20150423,22.3023,114.1742,22.6,23.6,22.1,16,66,1018.4,0,9.1,110,88,0,5.57,2.5,0,,,0,0
HK,20150424,22.3023,114.1742,24.4,29,21.6,18.5,70,1017.6,0,5.1,130,48,8.7,22.08,3.9,0,,,0,0
HK,20150425,22.3023,114.1742,23.9,27.2,22.2,19.6,77,1017.1,0,9.5,130,52,4.6,16.97,3.3,0,,,0,0
HK,20150426,22.3023,114.1742,24.1,27.9,22.2,19.5,76,1016.9,0,9.2,120,59,9.1,22.42,5.2,0,,,0,0
HK,20150427,22.3023,114.1742,24.8,30.3,21.8,20.7,79,1014.3,0,5,130,27,10.6,23.35,4.8,0,,,0,0
HK,20150428,22.3023,114.1742,25.4,28.9,23.1,21.3,79,1011.7,0,5.8,290,58,6.7,19.19,4.8,0,,,0,0
HK,20150429,22.3023,114.1742,26.6,30.1,24.3,22.7,80,1011.1,0,6.3,290,66,9.8,23.23,4.3,0,,,0,0
HK,20150430,22.3023,114.1742,27.5,31.9,24.9,23.1,78,1011,0,5.5,290,41,10.1,23.96,5.1,0,,,0,0
HK,20150501,22.3023,114.1742,27.2,30.8,25.4,23.6,81,1010.3,0.5,7.3,180,76,5,14.74,3.5,0,,,0,0
HK,20150502,22.3023,114.1742,27.6,29.8,26.4,23.7,79,1009.5,0,8.5,230,79,2.5,12.05,3,0,,,0,0
HK,20150503,22.3023,114.1742,28.2,30.4,27,24.2,79,1009.7,0,6.7,230,81,5.2,17.54,6.1,0,,,0,0
HK,20150504,22.3023,114.1742,28.1,30.7,26.9,24.2,79,1010.1,0,7.3,290,83,5.5,16.74,5.3,0,,,0,0
HK,20150505,22.3023,114.1742,27.3,30.5,24.3,24,82,1008.9,3.9,7.8,220,86,1.6,10.11,2.7,0,,,0,0
HK,20150506,22.3023,114.1742,26.8,28.9,24.2,24.3,87,1008.5,0.6,7.6,180,85,1.3,9.36,2.6,0,,,0,0
HK,20150507,22.3023,114.1742,28,30.6,26.5,24.8,83,1009.7,0.3,6.7,190,81,3,11.62,3.3,0,,,0,0
HK,20150508,22.3023,114.1742,28.2,30.2,27.1,24.4,80,1008.7,0,9,190,84,1.4,11.45,2.5,0,,,0,0
HK,20150509,22.3023,114.1742,27.3,30.5,24.2,24.1,83,1008.5,7.3,8.1,130,81,2.1,11.27,3.2,0,,,0,0
HK,20150510,22.3023,114.1742,26.3,28.8,24.3,24.5,90,1009.7,20.1,7,120,84,1.1,10.24,4.8,0,,,0,0
HK,20150511,22.3023,114.1742,25.6,29.4,23.3,24.1,91,1010.3,51,8.3,120,85,1.9,12.6,,0,,,0,0
HK,20150512,22.3023,114.1742,25.7,29.5,22.6,20.9,75,1012.2,0,6.4,290,78,7.6,21.26,5.5,0,,,0,0
HK,20150513,22.3023,114.1742,26.4,28.4,25.2,23.5,84,1012.2,0,10.2,120,85,4,17.18,3.4,0,,,0,0
HK,20150514,22.3023,114.1742,28.5,31.9,26.4,24.3,78,1012.1,0,7.8,180,70,8.4,22.61,6.3,0,,,0,0
HK,20150515,22.3023,114.1742,29.1,32.6,27.1,24.7,78,1011.4,0,7.9,220,73,6,18.61,4.3,0,,,0,0
HK,20150516,22.3023,114.1742,26.7,28.6,24.6,24.5,88,1009.9,18.4,4.5,290,86,0.5,5.73,1,0,,,0,0
HK,20150517,22.3023,114.1742,26.4,29.6,24.5,24,87,1008.3,5.7,5.7,300,86,1.4,9.17,2.3,0,,,0,0
HK,20150518,22.3023,114.1742,28.2,29.3,26.1,24.7,82,1007.9,0.9,9.3,220,88,0.8,9.13,3.3,0,,,0,0
HK,20150519,22.3023,114.1742,28.6,29.3,27.6,25.5,83,1006.9,1.2,11.9,220,88,0.4,5.34,2.8,0,,,0,0
HK,20150520,22.3023,114.1742,27.9,30,25.2,25.8,88,1006.2,107.7,9.8,250,90,0.3,4.26,,0,,,0,0
HK,20150521,22.3023,114.1742,24.2,25.3,23.1,22.7,92,1008.4,12.6,13.6,120,93,0,5.28,1.9,0,,,0,0
HK,20150522,22.3023,114.1742,23.6,24.3,22.9,22.2,92,1008.8,0.7,13.4,130,88,0,6.19,,0,,,0,0
HK,20150523,22.3023,114.1742,24.8,27.4,23.9,24.3,97,1006.2,169.4,5.9,120,96,0,1.5,,0,,,0,0
HK,20150524,22.3023,114.1742,26.6,29,24.6,25.5,94,1005.8,8.2,3.1,290,88,0.6,8.93,8.1,0,,,0,0
HK,20150525,22.3023,114.1742,28.4,32.5,25.4,25.8,86,1006.6,29.4,3.5,190,78,5.9,19.01,,0,,,0,0
HK,20150526,22.3023,114.1742,26.9,28.7,24.6,25.9,95,1008.3,64.6,4.5,200,89,0,2.63,0.7,0,,,0,0
HK,20150527,22.3023,114.1742,29.2,31,27.8,26.3,84,1007,0.2,10.3,220,86,3.3,14.06,3.6,0,,,0,0
HK,20150528,22.3023,114.1742,30,31.9,28.3,26.2,81,1005.3,1.4,9,220,86,8.3,24.43,2.3,0,,,0,0
HK,20150529,22.3023,114.1742,30.3,32.5,29.1,26.2,79,1006.5,0,7.8,230,83,4.8,15.43,5.5,0,,,0,0
HK,20150530,22.3023,114.1742,29.6,32.5,26.1,26.1,81,1007.5,7,7.7,280,79,8,23.1,4.8,0,,,0,0
HK,20150531,22.3023,114.1742,29.3,31.5,26.7,26.1,83,1007.3,1.9,5.7,290,86,2.6,13.03,5.4,0,,,0,0
HK,20150601,22.3023,114.1742,29.3,31.2,28.4,26.2,83,1007.9,10.6,8.9,210,82,0.4,7.1,3.2,0,,,0,0
HK,20150602,22.3023,114.1742,29.6,32.5,26.5,25.8,81,1009.3,5.4,8.6,220,81,4.2,15.39,3,0,,,0,0
HK,20150603,22.3023,114.1742,29.9,33.2,28,25.1,76,1010.2,0,8.6,290,68,10.6,27,6.5,0,,,0,0
HK,20150604,22.3023,114.1742,29.8,32.8,27.9,25.2,76,1008.9,0,8.5,290,59,11.1,27.52,6.3,0,,,0,0
HK,20150605,22.3023,114.1742,29.2,31.4,27.8,25.2,79,1007.3,0,7.5,290,77,5,16.81,5.7,0,,,0,0
HK,20150606,22.3023,114.1742,29.5,32.4,27.2,25.3,78,1007.7,0.8,6.7,290,78,5.9,19.36,2.9,0,,,0,0
HK,20150607,22.3023,114.1742,29.8,32.1,28.1,25.4,78,1009,0,8.4,200,65,5.1,17.02,6.9,0,,,0,0
HK,20150608,22.3023,114.1742,29.8,32.2,27.8,25.4,77,1008.1,1.6,9.4,220,73,7.5,21.48,6.8,0,,,0,0
HK,20150609,22.3023,114.1742,29.9,31.5,28.4,25.5,77,1007.2,0,8.7,290,72,6.2,19.04,6.3,0,,,0,0
HK,20150610,22.3023,114.1742,29.9,32,27.3,26.1,80,1007.3,8.1,7.2,290,83,3.8,13.57,4.3,0,,,0,0
HK,20150611,22.3023,114.1742,30.3,32.7,27.9,26.1,78,1008.2,0.8,7.3,230,79,5.5,17.55,,0,,,0,0
HK,20150612,22.3023,114.1742,28.8,31.7,25.6,26,85,1008.5,96.8,6.6,290,79,6.7,19.1,6.3,0,,,0,0
HK,20150613,22.3023,114.1742,29.9,32.3,28.5,25.5,78,1007.9,0.4,7.2,230,76,4.9,15.89,2.3,0,,,0,0
HK,20150614,22.3023,114.1742,29.9,33,27.3,25.6,78,1008.3,1.5,7.5,190,77,4.9,17.75,5.6,0,,,0,0
HK,20150615,22.3023,114.1742,30.2,34,26.7,25.6,77,1009.4,5.2,5,190,48,6.6,18.81,5.3,0,,,0,0
HK,20150616,22.3023,114.1742,30.1,33.4,28.1,25.3,76,1008.2,0,7.6,290,39,9.9,24.53,6.6,0,,,0,0
HK,20150617,22.3023,114.1742,30.2,33,28.5,25.4,76,1006,0,8.9,290,40,11.5,27.74,7.8,0,,,0,0
HK,20150618,22.3023,114.1742,30.7,34.2,28.5,25.2,73,1005.3,0,7.4,290,52,11.7,27.68,8.1,0,,,0,0
HK,20150619,22.3023,114.1742,30.8,34.2,28.6,25.2,73,1006.1,0,8.6,290,40,10.5,26.75,7.1,0,,,0,0
HK,20150620,22.3023,114.1742,30.9,34.1,29.2,26.1,76,1006.5,0,6.8,130,56,10,25.6,5.3,0,,,0,0
HK,20150621,22.3023,114.1742,28.5,31.9,26.3,26.7,90,1005.1,51,10,120,80,3.4,14.42,,0,,,0,0
HK,20150622,22.3023,114.1742,27.9,30,26.7,26.6,93,1003.2,18.1,10.5,120,87,1.5,10.23,,0,,,0,0
HK,20150623,22.3023,114.1742,27.3,29.1,26,26.1,93,1003.9,51.3,7.5,120,88,0.3,7.91,0.8,0,,,0,0
HK,20150624,22.3023,114.1742,28.3,30.7,26.1,26.2,89,1005.3,9.7,7.1,120,86,0.4,10.12,1.9,0,,,0,0
HK,20150625,22.3023,114.1742,28.3,29.7,26.9,26.3,89,1005.8,28.5,6.9,200,88,0.9,6.74,2.1,0,,,0,0
HK,20150626,22.3023,114.1742,29.5,32.3,27.1,26,82,1006.1,10.4,7.4,210,68,6.8,19.68,3.3,0,,,0,0
HK,20150627,22.3023,114.1742,30.4,32.5,29.1,26.1,78,1008.3,0,8.6,210,53,8.8,20.93,7.6,0,,,0,0
HK,20150628,22.3023,114.1742,30.4,33.6,27.4,25.7,76,1009.5,1.9,8,290,64,10.8,25.32,6.3,0,,,0,0
HK,20150629,22.3023,114.1742,30.5,33.3,28.9,25.5,75,1007.9,0,8.9,230,54,10.3,23.89,7.7,0,,,0,0
HK,20150630,22.3023,114.1742,30.4,32.5,29.1,25.8,76,1006,0,8,290,66,7.6,21.61,5.7,0,,,0,0
HK,20150701,22.3023,114.1742,30.5,32.7,29.4,26.2,78,1004.2,0,8.5,290,78,9,23.73,7.8,0,,,0,0
HK,20150702,22.3023,114.1742,30.6,32.6,29.5,26.2,78,1003.2,0,9.1,290,81,7.9,23.12,6.2,0,,,0,0
HK,20150703,22.3023,114.1742,30.6,32.4,29.3,26.4,79,1002.8,0,7.7,290,80,6.5,18.21,6,0,,,0,0
HK,20150704,22.3023,114.1742,30.5,33.8,28.7,25.9,77,1002.8,0,5.6,190,78,7.2,17.91,3,0,,,0,0
HK,20150705,22.3023,114.1742,29.8,32.7,28.5,25.6,79,1003.1,0,6.8,130,69,11,27.02,8.1,0,,,0,0
HK,20150706,22.3023,114.1742,29.2,30.7,27.9,24.1,75,1001.3,0,6.6,280,80,2.8,12.46,6.3,0,,,0,0
HK,20150707,22.3023,114.1742,29.2,32.7,26.7,21.7,64,1000.4,0,8.9,40,69,7.2,20.64,8,0,,,0,0
HK,20150708,22.3023,114.1742,28.8,31.8,26.6,21.3,64,1000.3,0,7.8,40,82,5,19.43,6.2,0,,,0,0
HK,20150709,22.3023,114.1742,27.4,30.2,25,22.2,74,997.4,2,9.3,40,88,0.4,9.99,4.7,0,,,0,0
HK,20150710,22.3023,114.1742,28.3,32.7,25.4,25,83,1000.2,24.3,9.9,120,82,7.3,20.6,5.9,0,,,0,0
HK,20150711,22.3023,114.1742,29.9,32.9,27.1,24.5,74,1000.1,0,6.3,290,42,8.5,20.84,5.6,0,,,0,0
HK,20150712,22.3023,114.1742,30.9,33.9,28.7,25.7,75,1001.1,0,5.9,290,43,9.5,21.96,8.3,0,,,0,0
HK,20150713,22.3023,114.1742,30.8,34.4,29,25.8,75,1002.3,0,6.6,290,59,9.3,21.62,6.6,0,,,0,0
HK,20150714,22.3023,114.1742,30.5,34.1,28.6,26.2,78,1002.1,0,4.8,160,67,4.8,14.51,4.6,0,,,0,0
HK,20150715,22.3023,114.1742,30.3,33.5,28.4,26.4,79,1001.1,0,6,290,73,6.5,19.21,5.7,0,,,0,0
HK,20150716,22.3023,114.1742,30.2,32.8,28,26.2,79,1000.5,0,5.5,290,87,5.2,14.34,4.8,0,,,0,0
HK,20150717,22.3023,114.1742,28.9,32.9,26.4,25.3,81,1001.5,1.2,7.2,290,85,6.2,18.61,6.1,0,,,0,0
